,Cell_ID,material,Â÷¼ö,position,OL.Thickness
5586,FF99B2,material_b,1,16,12
5587,FF99B2,material_b,1,17,11.5
5588,FF99B2,material_b,1,18,12
5589,FF99B2,material_b,1,19,12
5590,FF99B2,material_b,1,20,13
5611,FF99UB1,material_c,1,1,18
5612,FF99UB1,material_c,1,2,17
5613,FF99UB1,material_c,1,3,17
5614,FF99UB1,material_c,1,4,2.5
5615,FF99UB1,material_c,1,5,11
5616,FF99UB1,material_c,1,6,22
5617,FF99UB1,material_c,1,7,16
5618,FF99UB1,material_c,1,8,5.5
5619,FF99UB1,material_c,1,9,20
5620,FF99UB1,material_c,1,10,19
5621,FF99UB1,material_c,1,11,20
5622,FF99UB1,material_c,1,12,17
5623,FF99UB1,material_c,1,13,16
5624,FF99UB1,material_c,1,14,14
5625,FF99UB1,material_c,1,15,27
5626,FF99UB1,material_c,1,16,13.5
5627,FF99UB1,material_c,1,17,4.5
5628,FF99UB1,material_c,1,18,19
5629,FF99UB1,material_c,1,19,21
5630,FF99UB1,material_c,1,20,13.5
5651,FF99UB2,material_c,1,1,7.5
5652,FF99UB2,material_c,1,2,13.5
5653,FF99UB2,material_c,1,3,18
5654,FF99UB2,material_c,1,4,16.5
5655,FF99UB2,material_c,1,5,19
5656,FF99UB2,material_c,1,6,22
5657,FF99UB2,material_c,1,7,26
5658,FF99UB2,material_c,1,8,17
5659,FF99UB2,material_c,1,9,21
5660,FF99UB2,material_c,1,10,21
5661,FF99UB2,material_c,1,11,18
5662,FF99UB2,material_c,1,12,18
5663,FF99UB2,material_c,1,13,21
5664,FF99UB2,material_c,1,14,18
5665,FF99UB2,material_c,1,15,18
5666,FF99UB2,material_c,1,16,20
5667,FF99UB2,material_c,1,17,14
5668,FF99UB2,material_c,1,18,16
5669,FF99UB2,material_c,1,19,20
5670,FF99UB2,material_c,1,20,12
5691,FHM01,material_b,1,1,9
5692,FHM01,material_b,1,2,10
5693,FHM01,material_b,1,3,11.5
5694,FHM01,material_b,1,4,11
5695,FHM02,material_b,1,0,14.5
5696,FHM02,material_b,1,5,28
5697,FHM02,material_b,1,10,7.5
5698,FHM02,material_b,1,15,24
5699,FHM02,material_b,1,20,13
5700,FHM02,material_b,1,25,9
5704,GTM01,material_a,1,1,35.6
5705,GTM01,material_a,1,2,44.7
5706,GTM01,material_a,1,3,40.4
5707,GTM01,material_a,1,4,39.6
5708,GTM01,material_a,1,5,39.2
5709,GTM01,material_a,1,6,38.7
5710,GTM01,material_a,1,7,38.1
5711,GTM01,material_a,1,8,36.6
5712,GTM01,material_a,1,9,36.1
5713,GTM01,material_a,1,10,35.6
5714,GTM01,material_a,1,11,35.4
5735,GTM01,material_b,1,0,0
5736,GTM01,material_b,1,5,0.3
5737,GTM01,material_b,1,10,0
5738,GTM01,material_b,1,15,4
5739,GTM01,material_b,1,20,0
5740,GTM01,material_b,1,25,0
5760,GTM02,material_a,1,1,50.8
5761,GTM02,material_a,1,2,49.6
5762,GTM02,material_a,1,3,48
5763,GTM02,material_a,1,4,47.4
5764,GTM02,material_a,1,5,46.5
5765,GTM02,material_a,1,6,45.8
5785,GTM02,material_b,1,0,0
5786,GTM02,material_b,1,5,9
5787,GTM02,material_b,1,10,10
5788,GTM02,material_b,1,15,14
5789,GTM02,material_b,1,20,21
5790,GTM02,material_b,1,25,39
5810,GTM04,material_a,1,1,59.2
5811,GTM04,material_a,1,2,51.5
5812,GTM04,material_a,1,3,45.9
5813,GTM04,material_a,1,4,39.4
5818,GTM04,material_b,1,0,35.5
5819,GTM04,material_b,1,5,8
5820,GTM04,material_b,1,10,16
5821,GTM04,material_b,1,15,34.5
5822,GTM04,material_b,1,20,7
5823,GTM04,material_b,1,25,13
5844,GTM05,material_a,1,1,55.1
5845,GTM05,material_a,1,2,54.4
5846,GTM05,material_a,1,3,54.1
5847,GTM05,material_a,1,4,51.7
5848,GTM05,material_a,1,5,42.6
5849,GTM05,material_a,1,6,39.3
5850,GTM05,material_a,1,7,37.6
5854,GTM05,material_b,1,0,25
5855,GTM05,material_b,1,5,34
5856,GTM05,material_b,1,10,31
5857,GTM05,material_b,1,15,14
5858,GTM05,material_b,1,20,23
5859,GTM05,material_b,1,25,50
5879,GTM06,material_a,1,1,50
5880,GTM06,material_a,1,2,47.9
5881,GTM06,material_a,1,3,45
5887,GTM06,material_b,1,0,20
5888,GTM06,material_b,1,5,23.2
5889,GTM06,material_b,1,10,24
5890,GTM06,material_b,1,15,24
5891,GTM06,material_b,1,20,25
5892,GTM06,material_b,1,25,33
5924,GTM21,material_a,1,1,33.5
5925,GTM21,material_a,1,2,30.4
5926,GTM21,material_a,1,4,27.9
5927,GTM21,material_a,1,5,27.3
5928,GTM21,material_a,1,6,25.8
5929,GTM21,material_a,1,7,25.3
5930,GTM21,material_b,1,0,15
5931,GTM21,material_b,1,5,20.5
5932,GTM21,material_b,1,10,12.5
5933,GTM21,material_b,1,15,37
5934,GTM21,material_b,1,20,20.5
5935,GTM21,material_b,1,25,6
5955,GTM24,material_a,1,1,57.7
5956,GTM24,material_a,1,2,49.1
5957,GTM24,material_a,1,3,47.9
5958,GTM24,material_a,1,4,44.1
5959,GTM24,material_a,1,5,41.9
5960,GTM24,material_a,1,6,40.2
5961,GTM24,material_a,1,7,39.7
5975,GTM24,material_b,1,0,0.2
5976,GTM24,material_b,1,5,5
5977,GTM24,material_b,1,10,0.2
5978,GTM24,material_b,1,15,0.5
5979,GTM24,material_b,1,20,6.5
5980,GTM24,material_b,1,25,20
6000,GTM25,material_a,1,1,39.9
6001,GTM25,material_a,1,2,38.9
6002,GTM25,material_a,1,3,35.5
6003,GTM25,material_a,1,4,37.8
6004,GTM25,material_a,1,5,40.3
6005,GTM25,material_a,1,6,35.2
6006,GTM25,material_a,1,7,38.1
6021,GTM25,material_b,1,0,0
6022,GTM25,material_b,1,5,0.2
6023,GTM25,material_b,1,10,0.2
6024,GTM25,material_b,1,15,0.2
6025,GTM25,material_b,1,20,0.2
6026,GTM25,material_b,1,25,0.2
6046,GTM26,material_a,1,1,27.3
6047,GTM26,material_a,1,2,32.5
6048,GTM26,material_a,1,3,41.2
6049,GTM26,material_a,1,4,38.7
6050,GTM26,material_a,1,5,38.7
6051,GTM26,material_a,1,6,38.4
6052,GTM26,material_a,1,7,53.1
6067,GTM26,material_b,1,0,0.5
6068,GTM26,material_b,1,5,5
6069,GTM26,material_b,1,10,0.5
6070,GTM26,material_b,1,15,0.5
6071,GTM26,material_b,1,20,0.2
6072,GTM26,material_b,1,25,0.5
6092,GTM31,material_a,1,1,49.5
6093,GTM31,material_a,1,2,33.8
6094,GTM31,material_a,1,3,50.5
6095,GTM31,material_a,1,4,56.1
6096,GTM31,material_a,1,5,65.4
6097,GTM31,material_a,1,6,53.1
6098,GTM31,material_a,1,7,50
6112,GTM31,material_b,1,0,1
6113,GTM31,material_b,1,5,20.5
6114,GTM31,material_b,1,10,0.5
6115,GTM31,material_b,1,15,12
6116,GTM31,material_b,1,20,1
6117,GTM31,material_b,1,25,32
6137,GTM32,material_a,1,1,27.3
6138,GTM32,material_a,1,2,31.5
6139,GTM32,material_a,1,3,27.9
6140,GTM32,material_a,1,4,34.5
6141,GTM32,material_a,1,5,37.6
6142,GTM32,material_a,1,6,60.8
6143,GTM32,material_a,1,7,40.3
6158,GTM32,material_b,1,0,0.5
6159,GTM32,material_b,1,5,0.5
6160,GTM32,material_b,1,10,0.5
6161,GTM32,material_b,1,15,0.5
6162,GTM32,material_b,1,20,2.5
6163,GTM32,material_b,1,25,0.5
6183,GTM39,material_a,1,1,27.3
6184,GTM39,material_a,1,2,40.1
6185,GTM39,material_a,1,3,27.3
6186,GTM39,material_a,1,4,46.9
6187,GTM39,material_a,1,5,34.5
6188,GTM39,material_a,1,6,30.9
6189,GTM39,material_a,1,7,38.7
6204,GTM39,material_b,1,0,0.2
6205,GTM39,material_b,1,5,1
6206,GTM39,material_b,1,10,1.5
6207,GTM39,material_b,1,15,0.5
6208,GTM39,material_b,1,20,1.5
6209,GTM39,material_b,1,25,2
6229,GTM40,material_a,1,1,32.5
6230,GTM40,material_a,1,2,32.3
6231,GTM40,material_a,1,3,30.9
6232,GTM40,material_a,1,4,34.6
6233,GTM40,material_a,1,5,31.5
6234,GTM40,material_a,1,6,18.4
6235,GTM40,material_a,1,7,44.3
6250,GTM40,material_b,1,0,0.5
6251,GTM40,material_b,1,5,1
6252,GTM40,material_b,1,10,5
6253,GTM40,material_b,1,15,0.2
6254,GTM40,material_b,1,20,0.2
6255,GTM40,material_b,1,25,0
6275,GTM50,material_a,1,0,24.3
6277,GTM50,material_a,1,10,27.3
6278,GTM50,material_a,1,25,29.4
6279,GTM50,material_a,1,15,33.5
6280,GTM50,material_a,1,20,33.5
6281,GTM50,material_a,1,5,45.9
6300,GTM50,material_b,1,0,41
6301,GTM50,material_b,1,5,38
6302,GTM50,material_b,1,10,36
6303,GTM50,material_b,1,15,25
6304,GTM50,material_b,1,20,10
6305,GTM50,material_b,1,25,18
6321,GTM51,material_a,1,0,24.3
6322,GTM51,material_a,1,5,28.4
6323,GTM51,material_a,1,10,34.5
6325,GTM51,material_a,1,25,38.7
6326,GTM51,material_a,1,20,44.8
6327,GTM51,material_a,1,15,46.9
6346,GTM51,material_b,1,0,22
6347,GTM51,material_b,1,5,20
6348,GTM51,material_b,1,10,23
6349,GTM51,material_b,1,15,25
6350,GTM51,material_b,1,20,28
6351,GTM51,material_b,1,25,14
6368,GTM52,material_a,1,25,37.6
6369,GTM52,material_a,1,5,40.7
6370,GTM52,material_a,1,0,41.7
6371,GTM52,material_a,1,15,41.7
6372,GTM52,material_a,1,10,43.8
6373,GTM52,material_a,1,20,45.9
6392,GTM52,material_b,1,0,9
6393,GTM52,material_b,1,5,13
6394,GTM52,material_b,1,10,5
6395,GTM52,material_b,1,15,15
6396,GTM52,material_b,1,20,45
6397,GTM52,material_b,1,25,16
6414,GTM53,material_a,1,0,19.1
6415,GTM53,material_a,1,5,19.1
6416,GTM53,material_a,1,15,21.2
6417,GTM53,material_a,1,25,21.2
6418,GTM53,material_a,1,20,22.2
6419,GTM53,material_a,1,10,35.6
6438,GTM53,material_b,1,0,40
6439,GTM53,material_b,1,5,0.5
6440,GTM53,material_b,1,10,35
6441,GTM53,material_b,1,15,11
6442,GTM53,material_b,1,20,22.5
6443,GTM53,material_b,1,25,10
6459,GTM54,material_a,1,5,16
6460,GTM54,material_a,1,0,17.1
6461,GTM54,material_a,1,15,18.1
6462,GTM54,material_a,1,25,21.2
6463,GTM54,material_a,1,20,23.2
6464,GTM54,material_a,1,10,25.3
6484,GTM54,material_b,1,0,4
6485,GTM54,material_b,1,5,5.5
6486,GTM54,material_b,1,10,14
6487,GTM54,material_b,1,15,15
6488,GTM54,material_b,1,20,10
6489,GTM54,material_b,1,25,5
6505,GTM55,material_a,1,20,20.1
6506,GTM55,material_a,1,25,21.2
6507,GTM55,material_a,1,5,22.2
6508,GTM55,material_a,1,0,23.2
6509,GTM55,material_a,1,15,28.4
6511,GTM55,material_a,1,10,30.4
6530,GTM55,material_b,1,0,2
6531,GTM55,material_b,1,5,2.5
6532,GTM55,material_b,1,10,0.5
6533,GTM55,material_b,1,15,0
6534,GTM55,material_b,1,20,0
6535,GTM55,material_b,1,25,0
6551,GTM56,material_a,1,25,17.1
6552,GTM56,material_a,1,10,22.2
6553,GTM56,material_a,1,5,23.2
6554,GTM56,material_a,1,20,24.3
6555,GTM56,material_a,1,15,26.3
6556,GTM56,material_a,1,0,28.4
6576,GTM56,material_b,1,0,13.5
6577,GTM56,material_b,1,5,0
6578,GTM56,material_b,1,10,3
6579,GTM56,material_b,1,15,0.5
6580,GTM56,material_b,1,20,0.5
6581,GTM56,material_b,1,25,30.5
6597,GTM57,material_a,1,25,16
6599,GTM57,material_a,1,10,18.1
6600,GTM57,material_a,1,5,19.1
6601,GTM57,material_a,1,15,20.1
6602,GTM57,material_a,1,20,21.2
6603,GTM57,material_a,1,0,22.2
6622,GTM57,material_b,1,0,0
6623,GTM57,material_b,1,5,0
6624,GTM57,material_b,1,10,0.5
6625,GTM57,material_b,1,15,0
6626,GTM57,material_b,1,20,0.5
6627,GTM57,material_b,1,25,0
6643,GTM58,material_a,1,5,17.1
6645,GTM58,material_a,1,25,21.2
6646,GTM58,material_a,1,15,22.2
6647,GTM58,material_a,1,20,23.2
6648,GTM58,material_a,1,0,24.3
6649,GTM58,material_a,1,10,25.3
6668,GTM58,material_b,1,0,5
6669,GTM58,material_b,1,5,10.5
6670,GTM58,material_b,1,10,0
6671,GTM58,material_b,1,15,10
6672,GTM58,material_b,1,20,5
6673,GTM58,material_b,1,25,1
6689,GTM59,material_a,1,10,21.2
6690,GTM59,material_a,1,0,22.2
6691,GTM59,material_a,1,5,22.2
6693,GTM59,material_a,1,20,26.3
6694,GTM59,material_a,1,25,27.3
6695,GTM59,material_a,1,15,29.4
6714,GTM59,material_b,1,0,0.5
6715,GTM59,material_b,1,5,0.5
6716,GTM59,material_b,1,10,0.5
6717,GTM59,material_b,1,15,0.5
6718,GTM59,material_b,1,20,0
6719,GTM59,material_b,1,25,2
6735,GTM70,material_a,1,15,15
6736,GTM70,material_a,1,20,20.1
6737,GTM70,material_a,1,0,21.2
6738,GTM70,material_a,1,5,21.2
6740,GTM70,material_a,1,10,25.3
6741,GTM70,material_a,1,25,27.3
6760,GTM70,material_b,1,0,0.5
6761,GTM70,material_b,1,5,0.5
6762,GTM70,material_b,1,10,0
6763,GTM70,material_b,1,15,0
6764,GTM70,material_b,1,20,1.5
6765,GTM70,material_b,1,25,3
6781,GTM71,material_a,1,15,15
6782,GTM71,material_a,1,5,16
6783,GTM71,material_a,1,0,17.1
6784,GTM71,material_a,1,10,17.1
6785,GTM71,material_a,1,25,17.1
6787,GTM71,material_a,1,20,20.1
6806,GTM71,material_b,1,0,10.5
6807,GTM71,material_b,1,5,3
6808,GTM71,material_b,1,10,9
6809,GTM71,material_b,1,15,0.5
6810,GTM71,material_b,1,20,13
6811,GTM71,material_b,1,25,8
6827,GTM72,material_a,1,10,12.9
6828,GTM72,material_a,1,25,12.9
6830,GTM72,material_a,1,5,17.1
6831,GTM72,material_a,1,0,18.1
6832,GTM72,material_a,1,15,20.1
6833,GTM72,material_a,1,20,23.2
6852,GTM72,material_b,1,0,7
6853,GTM72,material_b,1,5,5
6854,GTM72,material_b,1,10,1.5
6855,GTM72,material_b,1,15,2.5
6856,GTM72,material_b,1,20,4.5
6857,GTM72,material_b,1,25,1.5
6873,GTM73,material_a,1,20,15
6875,GTM73,material_a,1,25,19.1
6876,GTM73,material_a,1,0,20.1
6877,GTM73,material_a,1,5,22.2
6878,GTM73,material_a,1,10,24.3
6879,GTM73,material_a,1,15,24.3
6898,GTM73,material_b,1,0,10
6899,GTM73,material_b,1,5,5
6900,GTM73,material_b,1,10,7
6901,GTM73,material_b,1,15,5
6902,GTM73,material_b,1,20,0
6903,GTM73,material_b,1,25,0.5
6919,GTUB1,material_c,1,0,51
6920,GTUB1,material_c,1,5,46
6921,GTUB1,material_c,1,10,28
6922,GTUB1,material_c,1,15,38
6923,GTUB1,material_c,1,20,28
6924,GTUB1,material_c,1,25,51
6944,GTUB2,material_c,1,0,41
6945,GTUB2,material_c,1,5,39
6946,GTUB2,material_c,1,10,44
6947,GTUB2,material_c,1,15,50
6948,GTUB2,material_c,1,20,29
6949,GTUB2,material_c,1,25,43
6965,HOM01,material_b,1,1,1
6966,HOM01,material_b,1,2,8
6967,HOM01,material_b,1,3,1
6968,HOM01,material_b,1,4,3.5
6969,HOM01,material_b,1,5,9
6970,HOM01,material_b,1,6,4
6971,HOM01,material_b,1,7,7.5
6972,HOM02,material_b,1,0,1
6973,HOM02,material_b,1,10,1.5
6974,HOM02,material_b,1,20,2.5
6981,HRUB,material_c,1,0,20
6982,HRUB,material_c,1,5,9.5
6983,HRUB,material_c,1,10,37
6984,HRUB,material_c,1,15,20
6985,HRUB,material_c,1,20,9
6986,HRUB,material_c,1,25,7
7003,KCM01,material_a,1,0,19.6
7004,KCM01,material_a,1,5,10.4
7005,KCM01,material_a,1,10,18.1
7006,KCM01,material_a,1,15,12.9
7007,KCM01,material_a,1,20,17.6
7008,KCM01,material_a,1,25,15.5
7024,KCM01,material_b,1,0,0
7025,KCM01,material_b,1,5,3
7026,KCM01,material_b,1,10,13
7027,KCM01,material_b,1,15,9.5
7028,KCM01,material_b,1,20,3.5
7029,KCM01,material_b,1,25,6
7049,KCM02,material_a,1,0,8.3
7050,KCM02,material_a,1,5,12.4
7051,KCM02,material_a,1,10,15
7052,KCM02,material_a,1,15,10.4
7053,KCM02,material_a,1,20,10.9
7054,KCM02,material_a,1,25,11.9
7070,KCM02,material_b,1,0,2.5
7071,KCM02,material_b,1,5,0
7072,KCM02,material_b,1,10,0.5
7073,KCM02,material_b,1,15,1
7074,KCM02,material_b,1,20,0.2
7075,KCM02,material_b,1,25,1
7095,LM1,material_b,1,1,18
7096,LM1,material_b,1,2,14
7097,LM1,material_b,1,3,7
7098,LM1,material_b,1,4,2
7099,LM1,material_b,1,5,14
7100,LM2,material_b,1,1,51
7101,LM2,material_b,1,2,27
7102,LM2,material_b,1,3,1.5
7103,LM4,material_b,1,1,23
7104,LM4,material_b,1,2,16
7105,LM4,material_b,1,3,28
7106,LM4,material_b,1,4,30
7107,LM4,material_b,1,5,17
7108,LM5,material_b,1,1,39
7109,LM5,material_b,1,2,30
7110,LM5,material_b,1,3,25
7111,LM5,material_b,1,4,44
7112,LM5,material_b,1,5,48
7113,MN99B1,material_b,1,1,23
7114,MN99B1,material_b,1,2,34
7115,MN99B1,material_b,1,3,38
7116,MN99B1,material_b,1,4,30.5
7117,MN99B1,material_b,1,5,28
7118,MN99B1,material_b,1,6,18
7119,MN99B1,material_b,1,7,34
7120,MN99B1,material_b,1,8,38
7121,MN99B1,material_b,1,9,10
7122,MN99B1,material_b,1,10,27
7123,MN99B1,material_b,1,11,27.5
7124,MN99B1,material_b,1,12,19
7125,MN99B1,material_b,1,13,22
7126,MN99B1,material_b,1,14,5
7127,MN99B1,material_b,1,15,15
7128,MN99B1,material_b,1,16,12
7129,MN99B1,material_b,1,17,15
7130,MN99B1,material_b,1,18,7.5
7131,MN99B1,material_b,1,19,18
7132,MN99B1,material_b,1,20,26
7153,MN99UB1,material_c,1,1,31
7154,MN99UB1,material_c,1,2,36
7155,MN99UB1,material_c,1,3,32
7156,MN99UB1,material_c,1,4,35
7157,MN99UB1,material_c,1,5,33
7158,MN99UB1,material_c,1,6,28
7159,MN99UB1,material_c,1,7,38
7160,MN99UB1,material_c,1,8,33
7161,MN99UB1,material_c,1,9,32
7162,MN99UB1,material_c,1,10,31
7163,MN99UB1,material_c,1,11,30
7164,MN99UB1,material_c,1,12,26
7165,MN99UB1,material_c,1,13,36
7166,MN99UB1,material_c,1,14,32
7167,MN99UB1,material_c,1,15,36
7168,MN99UB1,material_c,1,16,31
7169,MN99UB1,material_c,1,17,28
7170,MN99UB1,material_c,1,18,34
7171,MN99UB1,material_c,1,19,26
7172,MN99UB1,material_c,1,20,29.5
7193,MNT1,material_a,1,0,29.4
7194,MNT1,material_a,1,5,23.2
7195,MNT1,material_a,1,10,25.3
7196,MNT1,material_a,1,15,25.3
7197,MNT1,material_a,1,20,30.4
7198,MNT1,material_a,1,25,29.4
7214,MNT1,material_b,1,0,19
7215,MNT1,material_b,1,5,17
7216,MNT1,material_b,1,10,19
7217,MNT1,material_b,1,15,18
7218,MNT1,material_b,1,20,22
7219,MNT1,material_b,1,25,27
7235,MNT2,material_a,1,0,19.1
7236,MNT2,material_a,1,5,21.2
7237,MNT2,material_a,1,10,20.1
7238,MNT2,material_a,1,15,20.1
7239,MNT2,material_a,1,20,25.3
7240,MNT2,material_a,1,25,23.2
7256,MNT2,material_b,1,0,13
7257,MNT2,material_b,1,5,14
7258,MNT2,material_b,1,10,13
7259,MNT2,material_b,1,15,11
7260,MNT2,material_b,1,20,16
7261,MNT2,material_b,1,25,16
7277,MNT3,material_a,1,0,34.5
7278,MNT3,material_a,1,5,25.3
7279,MNT3,material_a,1,10,25.3
7280,MNT3,material_a,1,15,22.2
7281,MNT3,material_a,1,20,29.4
7282,MNT3,material_a,1,25,31.5
7298,MNT3,material_b,1,0,27
7299,MNT3,material_b,1,5,15
7300,MNT3,material_b,1,10,14
7301,MNT3,material_b,1,15,12
7302,MNT3,material_b,1,20,16
7303,MNT3,material_b,1,25,19
7319,MNT4,material_a,1,0,23.2
7320,MNT4,material_a,1,5,12.9
7321,MNT4,material_a,1,10,16
7322,MNT4,material_a,1,15,28.4
7323,MNT4,material_a,1,20,20.1
7324,MNT4,material_a,1,25,22.2
7340,MNT4,material_b,1,0,12
7341,MNT4,material_b,1,5,11
7342,MNT4,material_b,1,10,8
7343,MNT4,material_b,1,15,14
7344,MNT4,material_b,1,20,14
7345,MNT4,material_b,1,25,15
7361,MNT5,material_a,1,0,24.3
7362,MNT5,material_a,1,5,26.3
7363,MNT5,material_a,1,10,27.3
7364,MNT5,material_a,1,15,21.2
7365,MNT5,material_a,1,20,17.1
7366,MNT5,material_a,1,25,20.1
7382,MNT5,material_b,1,0,19
7383,MNT5,material_b,1,5,18
7384,MNT5,material_b,1,10,19
7385,MNT5,material_b,1,15,15
7386,MNT5,material_b,1,20,13
7387,MNT5,material_b,1,25,12
7403,MP02B1,material_b,1,1,0
7404,MP02B1,material_b,1,2,1.5
7405,MP02B1,material_b,1,3,3
7406,MP02B1,material_b,1,4,1
7407,MP02B1,material_b,1,5,1
7408,MP02B1,material_b,1,6,8
7409,MP02B1,material_b,1,7,0.5
7410,MP02B1,material_b,1,8,0
7411,MP02B1,material_b,1,9,0.5
7412,MP02B1,material_b,1,10,0.5
7413,MP02B1,material_b,1,11,1
7414,MP02B1,material_b,1,12,0.5
7415,MP02B1,material_b,1,13,5
7416,MP02B1,material_b,1,14,0.5
7417,MP02B1,material_b,1,15,1
7418,MP02B1,material_b,1,16,0
7419,MP02B1,material_b,1,17,0.5
7420,MP02B1,material_b,1,18,0
7421,MP02B1,material_b,1,19,0.5
7422,MP02B1,material_b,1,20,1.5
7443,MP02B2,material_b,1,1,10
7444,MP02B2,material_b,1,2,20
7445,MP02B2,material_b,1,3,24
7446,MP02B2,material_b,1,4,30
7447,MP02B2,material_b,1,5,11
7448,MP02B2,material_b,1,6,13
7449,MP02B2,material_b,1,7,11
7450,MP02B2,material_b,1,8,15
7451,MP02B2,material_b,1,9,23
7452,MP02B2,material_b,1,10,20
7453,MP02B2,material_b,1,11,15
7454,MP02B2,material_b,1,12,10
7455,MP02B2,material_b,1,13,15
7456,MP02B2,material_b,1,14,18
7457,MP02B2,material_b,1,15,19
7458,MP02B2,material_b,1,16,21
7459,MP02B2,material_b,1,17,10
7460,MP02B2,material_b,1,18,10
7461,MP02B2,material_b,1,19,9
7462,MP02B2,material_b,1,20,4
7483,MP02UB1,material_c,1,1,10
7484,MP02UB1,material_c,1,2,13.5
7485,MP02UB1,material_c,1,3,7
7486,MP02UB1,material_c,1,4,15
7487,MP02UB1,material_c,1,5,12
7488,MP02UB1,material_c,1,6,20
7489,MP02UB1,material_c,1,7,19
7490,MP02UB1,material_c,1,8,12
7491,MP02UB1,material_c,1,9,16
7492,MP02UB1,material_c,1,10,20
7493,MP02UB1,material_c,1,11,8
7494,MP02UB1,material_c,1,12,8
7495,MP02UB1,material_c,1,13,7
7496,MP02UB1,material_c,1,14,8
7497,MP02UB1,material_c,1,15,12
7498,MP02UB1,material_c,1,16,13
7499,MP02UB1,material_c,1,17,9.5
7500,MP02UB1,material_c,1,18,14
7501,MP02UB1,material_c,1,19,7
7502,MP02UB1,material_c,1,20,13
7524,MP02UB2,material_c,1,1,34
7525,MP02UB2,material_c,1,2,25
7526,MP02UB2,material_c,1,3,26
7527,MP02UB2,material_c,1,4,24
7528,MP02UB2,material_c,1,5,36
7529,MP02UB2,material_c,1,6,36
7530,MP02UB2,material_c,1,7,36
7531,MP02UB2,material_c,1,8,31
7532,MP02UB2,material_c,1,9,30
7533,MP02UB2,material_c,1,10,30
7534,MP02UB2,material_c,1,11,38
7535,MP02UB2,material_c,1,12,37
7536,MP02UB2,material_c,1,13,37
7537,MP02UB2,material_c,1,14,34
7538,MP02UB2,material_c,1,15,30
7539,MP02UB2,material_c,1,16,29
7540,MP02UB2,material_c,1,17,30
7541,MP02UB2,material_c,1,18,15
7542,MP02UB2,material_c,1,19,36
7543,MP02UB2,material_c,1,20,36
7564,NBM01,material_a,1,0,26.3
7565,NBM01,material_a,1,5,29.4
7566,NBM01,material_a,1,10,29.4
7567,NBM01,material_a,1,15,31.5
7568,NBM01,material_a,1,20,22.2
7569,NBM01,material_a,1,25,25.3
7585,NBM01,material_b,1,0,6
7586,NBM01,material_b,1,5,7.5
7587,NBM01,material_b,1,10,1
7588,NBM01,material_b,1,15,1
7589,NBM01,material_b,1,20,5.5
7590,NBM01,material_b,1,25,27
7610,NBM02,material_a,1,0,14
7611,NBM02,material_a,1,5,19.1
7612,NBM02,material_a,1,10,21.2
7613,NBM02,material_a,1,15,11.9
7614,NBM02,material_a,1,20,20.1
7615,NBM02,material_a,1,25,25.3
7631,NBM02,material_b,1,0,0
7632,NBM02,material_b,1,5,9.5
7633,NBM02,material_b,1,10,0
7634,NBM02,material_b,1,15,1
7635,NBM02,material_b,1,20,12.5
7636,NBM02,material_b,1,25,0
7656,PC90B1,material_b,1,1,6
7657,PC90B1,material_b,1,2,6
7658,PC90B1,material_b,1,3,10
7659,PC90B1,material_b,1,4,16
7660,PC90B1,material_b,1,5,10
7661,PC90B1,material_b,1,6,9
7662,PC90B1,material_b,1,7,5
7663,PC90B1,material_b,1,8,5
7664,PC90B1,material_b,1,9,8
7665,PC90B1,material_b,1,10,7
7666,PC90B1,material_b,1,11,5
7667,PC90B1,material_b,1,12,8
7668,PC90B1,material_b,1,13,8
7669,PC90B1,material_b,1,14,12
7670,PC90B1,material_b,1,15,4
7671,PC90B1,material_b,1,16,9
7672,PC90B1,material_b,1,17,5
7673,PC90B1,material_b,1,18,7
7674,PC90B1,material_b,1,19,11
7675,PC90B1,material_b,1,20,4
7716,PC90UB1,material_c,1,1,9
7717,PC90UB1,material_c,1,2,16
7718,PC90UB1,material_c,1,3,9
7719,PC90UB1,material_c,1,4,5
7720,PC90UB1,material_c,1,5,16
7721,PC90UB1,material_c,1,6,25
7722,PC90UB1,material_c,1,7,28
7723,PC90UB1,material_c,1,8,15
7724,PC90UB1,material_c,1,9,20
7725,PC90UB1,material_c,1,10,15
7726,PC90UB1,material_c,1,11,15
7727,PC90UB1,material_c,1,12,20
7728,PC90UB1,material_c,1,13,16
7729,PC90UB1,material_c,1,14,25
7730,PC90UB1,material_c,1,15,15
7731,PC90UB1,material_c,1,16,19
7732,PC90UB1,material_c,1,17,19
7733,PC90UB1,material_c,1,18,12
7734,PC90UB1,material_c,1,19,9
7735,PC90UB1,material_c,1,20,20
7776,PCJO,material_a,1,0,13.8
7777,PCJO,material_a,1,5,29.3
7778,PCJO,material_a,1,10,16.9
7779,PCJO,material_a,1,15,23.1
7780,PCJO,material_a,1,20,30.3
7781,PCJO,material_a,1,25,27.2
7797,PCJO,material_b,1,0,13
7798,PCJO,material_b,1,5,15
7799,PCJO,material_b,1,10,10
7800,PCJO,material_b,1,15,20
7801,PCJO,material_b,1,20,23
7802,PCJO,material_b,1,25,32
7818,PEM01,material_a,1,0,27.3
7819,PEM01,material_a,1,5,22.7
7820,PEM01,material_a,1,10,18.6
7821,PEM01,material_a,1,15,15
7822,PEM01,material_a,1,20,25.3
7823,PEM01,material_a,1,25,22.7
7839,PEM01,material_b,1,0,0.2
7840,PEM01,material_b,1,5,7
7841,PEM01,material_b,1,10,0
