,Cell_ID,material,Â÷¼ö,position,OL.Thickness
1,BCM01,material_a,1,1,27.3
2,BCM01,material_a,1,2,31.5
3,BCM01,material_a,1,3,45.9
4,BCM01,material_a,1,4,21.2
5,BCM01,material_a,1,5,36.6
6,BCM01,material_a,1,6,34.5
7,BCM01,material_a,1,7,9.9
8,BCM01,material_a,1,8,25.3
9,BCM01,material_a,1,9,23.2
10,BCM01,material_a,1,10,17.1
11,BCM01,material_a,1,11,20.1
12,BCM01,material_a,1,12,18.1
13,BCM01,material_a,1,13,21.2
14,BCM01,material_a,1,14,16
15,BCM01,material_a,1,15,34.5
16,BCM01,material_a,1,16,19.1
17,BCM01,material_a,1,17,20.1
18,BCM01,material_a,1,18,12.9
19,BCM01,material_a,1,19,15
20,BCM01,material_a,1,20,12.9
21,BCM01,material_a,1,21,23.2
22,BCM01,material_a,1,22,20.1
23,BCM01,material_a,1,23,8.8
24,BCM01,material_a,1,24,21.2
25,BCM01,material_a,1,25,13.5
26,BCM01,material_b,1,0,22
27,BCM01,material_b,1,5,26
28,BCM01,material_b,1,10,40
29,BCM01,material_b,1,15,16
30,BCM01,material_b,1,20,31
31,BCM01,material_b,1,25,29
51,BCM02,material_a,1,1,20.1
52,BCM02,material_a,1,2,22.1
53,BCM02,material_a,1,3,25.7
54,BCM02,material_a,1,4,27.9
55,BCM02,material_a,1,5,27.3
56,BCM02,material_a,1,6,30.1
57,BCM02,material_a,1,7,23.2
58,BCM02,material_a,1,8,28.9
59,BCM02,material_a,1,9,26.8
60,BCM02,material_a,1,1,29.5
61,BCM02,material_a,1,2,29.4
62,BCM02,material_a,1,3,25.8
63,BCM02,material_a,1,4,23.3
64,BCM02,material_a,1,5,32.7
65,BCM02,material_a,1,6,18.1
66,BCM02,material_a,1,7,20.1
67,BCM02,material_a,1,8,24
68,BCM02,material_a,1,9,22.7
69,BCM02,material_a,1,10,28.3
70,BCM02,material_a,1,11,22.8
71,BCM02,material_a,1,12,26.7
72,BCM02,material_b,1,0,12
73,BCM02,material_b,1,5,3
74,BCM02,material_b,1,10,4
75,BCM02,material_b,1,15,9
76,BCM02,material_b,1,20,5
77,BCM02,material_b,1,25,21
97,BCM05,material_a,1,1,24.6
98,BCM05,material_a,1,2,26.3
99,BCM05,material_a,1,3,14.8
100,BCM05,material_a,1,4,21.3
101,BCM05,material_a,1,5,18.2
102,BCM05,material_a,1,6,19.4
114,BCM05,material_b,1,0,0
115,BCM05,material_b,1,5,0.1
116,BCM05,material_b,1,10,0
117,BCM05,material_b,1,15,0
118,BCM05,material_b,1,20,0
119,BCM05,material_b,1,25,0
139,BCM06,material_a,1,1,24
140,BCM06,material_a,1,2,21
141,BCM06,material_a,1,3,25
142,BCM06,material_a,1,4,14
143,BCM06,material_a,1,5,17
144,BCM06,material_a,1,6,30
145,BCM06,material_a,1,7,20
146,BCM06,material_a,1,8,22
147,BCM06,material_a,1,9,30
148,BCM06,material_a,1,10,12
149,BCM06,material_a,1,11,11
150,BCM06,material_a,1,12,6
151,BCM06,material_a,1,13,4
152,BCM06,material_a,1,14,2.5
153,BCM06,material_a,1,15,2
154,BCM06,material_a,1,16,3
155,BCM06,material_a,1,17,10
156,BCM06,material_a,1,18,12
157,BCM06,material_a,1,19,12
158,BCM06,material_a,1,20,28
159,BCM06,material_a,1,21,21
160,BCM06,material_a,1,22,21
161,BCM06,material_a,1,23,23
162,BCM06,material_a,1,24,21
163,BCM06,material_a,1,25,26
164,BCM10,material_b,1,0,18
165,BCM10,material_b,1,5,13
166,BCM10,material_b,1,10,7
167,BCM10,material_b,1,15,8
168,BCM10,material_b,1,20,7
169,BCM10,material_b,1,25,5
180,BCM11,material_b,1,5,10
181,BCM11,material_b,1,10,43
182,BCM11,material_b,1,15,8
183,BCM11,material_b,1,20,42
184,BCM11,material_b,1,25,41
186,BCPUB1,material_a,1,0,12
187,BCPUB1,material_a,1,5,14
188,BCPUB1,material_a,1,10,25
189,BCPUB1,material_a,1,15,27
190,BCPUB1,material_a,1,20,19
191,BCPUB1,material_a,1,25,19
208,BYM01,material_a,1,0,35.6
209,BYM01,material_a,1,5,34
210,BYM01,material_a,1,10,28.4
211,BYM01,material_a,1,15,23.5
212,BYM01,material_a,1,20,32.7
213,BYM01,material_a,1,25,27.3
229,BYM01,material_b,1,0,5
230,BYM01,material_b,1,5,3
231,BYM01,material_b,1,10,12
232,BYM01,material_b,1,15,16
233,BYM01,material_b,1,20,3
234,BYM01,material_b,1,25,15
254,BYM02,material_a,1,0,33.5
255,BYM02,material_a,1,5,29.4
256,BYM02,material_a,1,10,33.5
257,BYM02,material_a,1,15,23.2
258,BYM02,material_a,1,20,31.5
259,BYM02,material_a,1,25,27.9
275,BYM02,material_b,1,0,6.5
276,BYM02,material_b,1,5,0.5
277,BYM02,material_b,1,10,1
278,BYM02,material_b,1,15,2.5
279,BYM02,material_b,1,20,0
280,BYM02,material_b,1,25,3.5
300,BYM03,material_a,1,0,25.1
301,BYM03,material_a,1,5,26.3
302,BYM03,material_a,1,10,22.2
303,BYM03,material_a,1,15,32.5
304,BYM03,material_a,1,20,46.7
305,BYM03,material_a,1,25,35.6
321,BYM03,material_b,1,0,1.5
322,BYM03,material_b,1,5,2
323,BYM03,material_b,1,10,3
324,BYM03,material_b,1,15,10
325,BYM03,material_b,1,20,10.5
326,BYM03,material_b,1,25,8
346,BYM04,material_a,1,1,62.1
347,BYM04,material_a,1,2,52.4
348,BYM04,material_a,1,3,51.6
349,BYM04,material_a,1,4,49.7
350,BYM04,material_a,1,5,47.5
351,BYM04,material_a,1,6,47.2
352,BYM04,material_a,1,7,43.1
367,BYM04,material_b,1,0,23
368,BYM04,material_b,1,5,35
369,BYM04,material_b,1,10,10
370,BYM04,material_b,1,15,5
371,BYM04,material_b,1,20,7
372,BYM04,material_b,1,25,6
392,BYM05,material_a,1,1,46.9
393,BYM05,material_a,1,2,46.2
394,BYM05,material_a,1,3,45.9
395,BYM05,material_a,1,5,45.3
396,BYM05,material_a,1,6,39.8
412,BYM05,material_b,1,0,26
413,BYM05,material_b,1,5,13
414,BYM05,material_b,1,10,12
415,BYM05,material_b,1,15,24
416,BYM05,material_b,1,20,21
417,BYM05,material_b,1,25,14
437,BYM07,material_a,1,1,40.2
438,BYM07,material_a,1,2,37.6
439,BYM07,material_a,1,3,36.6
440,BYM07,material_a,1,4,35.6
441,BYM07,material_a,1,5,35.1
442,BYM07,material_a,1,6,34.5
443,BYM07,material_a,1,7,34.4
444,BYM07,material_a,1,8,33.2
445,BYM07,material_a,1,9,32.7
446,BYM07,material_a,1,10,31.2
447,BYM07,material_a,1,11,31.1
448,BYM07,material_a,1,12,29.9
467,BYM07,material_b,1,0,0.2
468,BYM07,material_b,1,5,0.3
469,BYM07,material_b,1,10,4
470,BYM07,material_b,1,15,1
471,BYM07,material_b,1,20,6
472,BYM07,material_b,1,25,5
492,BYM08,material_a,1,1,55.1
493,BYM08,material_a,1,2,53
494,BYM08,material_a,1,3,48.9
509,BYM08,material_b,1,0,10
510,BYM08,material_b,1,5,10
511,BYM08,material_b,1,10,19
512,BYM08,material_b,1,15,13
513,BYM08,material_b,1,20,7
514,BYM08,material_b,1,25,17
534,BYM09,material_a,1,1,43
535,BYM09,material_a,1,2,42.9
536,BYM09,material_a,1,3,39.4
537,BYM09,material_a,1,4,37.5
538,BYM09,material_a,1,5,31.6
539,BYM09,material_a,1,6,31.5
540,BYM09,material_a,1,7,30.4
553,BYM09,material_b,1,0,9
554,BYM09,material_b,1,5,20
555,BYM09,material_b,1,10,7
556,BYM09,material_b,1,15,11
557,BYM09,material_b,1,20,8
558,BYM09,material_b,1,25,3
578,BYM10,material_a,1,1,37.1
579,BYM10,material_a,1,2,36.1
580,BYM10,material_a,1,3,34.7
581,BYM10,material_a,1,4,32.6
582,BYM10,material_a,1,5,32.3
590,BYM10,material_b,1,0,12
591,BYM10,material_b,1,5,29
592,BYM10,material_b,1,10,3
593,BYM10,material_b,1,15,5
594,BYM10,material_b,1,20,8
595,BYM10,material_b,1,25,19
615,BYM12,material_a,1,1,54.6
616,BYM12,material_a,1,2,53.6
617,BYM12,material_a,1,3,46.1
624,BYM12,material_b,1,0,30
625,BYM12,material_b,1,5,25
626,BYM12,material_b,1,10,15
627,BYM12,material_b,1,15,18
628,BYM12,material_b,1,20,32
629,BYM12,material_b,1,25,22
649,BYM13,material_a,1,1,45.2
650,BYM13,material_a,1,2,43.3
651,BYM13,material_a,1,3,37.6
661,BYM13,material_b,1,0,15
662,BYM13,material_b,1,5,23
663,BYM13,material_b,1,10,0
664,BYM13,material_b,1,15,21
665,BYM13,material_b,1,20,21
666,BYM13,material_b,1,25,22
686,BYM14,material_a,1,1,45.4
687,BYM14,material_a,1,2,39.8
688,BYM14,material_a,1,3,39.3
689,BYM14,material_a,1,4,38.1
690,BYM14,material_a,1,5,37.6
691,BYM14,material_a,1,6,33.4
701,BYM14,material_b,1,0,10
702,BYM14,material_b,1,5,13
703,BYM14,material_b,1,10,30
704,BYM14,material_b,1,15,5
705,BYM14,material_b,1,20,6
706,BYM14,material_b,1,25,20
726,BYM15,material_a,1,1,50
727,BYM15,material_a,1,2,38.4
728,BYM15,material_a,1,3,34.2
729,BYM15,material_a,1,4,32.3
730,BYM15,material_a,1,5,31.1
731,BYM15,material_a,1,6,29.3
732,BYM15,material_a,1,7,27.6
747,BYM15,material_b,1,0,11
748,BYM15,material_b,1,5,5
749,BYM15,material_b,1,10,2
750,BYM15,material_b,1,15,11
751,BYM15,material_b,1,20,8
752,BYM15,material_b,1,25,10
772,BYM17,material_a,1,1,36.6
773,BYM17,material_a,1,2,34
774,BYM17,material_a,1,3,28.6
775,BYM17,material_a,1,4,28.6
776,BYM17,material_a,1,5,27.9
777,BYM17,material_a,1,6,27.3
778,BYM17,material_a,1,7,27.3
792,BYM17,material_b,1,0,0.2
793,BYM17,material_b,1,5,0
794,BYM17,material_b,1,10,0.1
795,BYM17,material_b,1,15,7
796,BYM17,material_b,1,20,0
797,BYM17,material_b,1,25,0
817,BYM18,material_a,1,1,46.4
818,BYM18,material_a,1,2,37.6
819,BYM18,material_a,1,3,35.6
820,BYM18,material_a,1,4,33.5
821,BYM18,material_a,1,5,31.5
822,BYM18,material_a,1,6,30.4
823,BYM18,material_a,1,7,30.4
838,BYM18,material_b,1,0,5
839,BYM18,material_b,1,5,9.5
840,BYM18,material_b,1,10,5.5
841,BYM18,material_b,1,15,7
842,BYM18,material_b,1,20,2
843,BYM18,material_b,1,25,7
863,BYM21,material_b,1,0,4
864,BYM21,material_b,1,5,4
865,BYM21,material_b,1,10,9.5
866,BYM21,material_b,1,15,6
867,BYM21,material_b,1,20,1
868,BYM21,material_b,1,25,4
877,BYM25,material_a,1,1,18.6
878,BYM25,material_a,1,2,64.4
879,BYM25,material_a,1,3,33.5
880,BYM25,material_a,1,4,33.5
881,BYM25,material_a,1,5,20.7
882,BYM25,material_a,1,6,31.5
883,BYM25,material_a,1,7,25.3
898,BYM25,material_b,1,0,9
899,BYM25,material_b,1,5,20
900,BYM25,material_b,1,10,35
901,BYM25,material_b,1,15,17
902,BYM25,material_b,1,20,24
903,BYM25,material_b,1,25,43
923,BYM26,material_a,1,1,32.5
924,BYM26,material_a,1,2,20.1
925,BYM26,material_a,1,3,19.1
926,BYM26,material_a,1,4,23.2
927,BYM26,material_a,1,5,22.2
928,BYM26,material_a,1,6,26.3
929,BYM26,material_a,1,7,19.1
945,BYM26,material_b,1,0,11
946,BYM26,material_b,1,5,8
947,BYM26,material_b,1,10,10
948,BYM26,material_b,1,15,8
949,BYM26,material_b,1,20,22
950,BYM26,material_b,1,25,11
970,BYM27,material_a,1,1,52
971,BYM27,material_a,1,2,48.9
972,BYM27,material_a,1,3,52
973,BYM27,material_a,1,4,37.6
974,BYM27,material_a,1,5,33.5
975,BYM27,material_a,1,6,42.8
976,BYM27,material_a,1,7,29.4
991,BYM27,material_b,1,0,17
992,BYM27,material_b,1,5,19.5
993,BYM27,material_b,1,10,20
994,BYM27,material_b,1,15,35
995,BYM27,material_b,1,20,25
996,BYM27,material_b,1,25,31
1016,BYM28,material_a,1,1,35.6
1017,BYM28,material_a,1,2,48.9
1018,BYM28,material_a,1,3,51
1019,BYM28,material_a,1,4,43.8
1020,BYM28,material_a,1,5,32.5
1021,BYM28,material_a,1,6,35.6
1022,BYM28,material_a,1,7,35.6
1037,BYM28,material_b,1,0,9
1038,BYM28,material_b,1,5,10
1039,BYM28,material_b,1,10,10
1040,BYM28,material_b,1,15,9
1041,BYM28,material_b,1,20,9
1042,BYM28,material_b,1,25,9.5
1062,BYM29,material_a,1,1,43.8
1063,BYM29,material_a,1,2,38.7
1064,BYM29,material_a,1,3,36.6
1065,BYM29,material_a,1,4,35.6
1066,BYM29,material_a,1,5,31.5
1067,BYM29,material_a,1,6,31.5
1068,BYM29,material_a,1,7,29.4
1069,BYM29,material_a,1,8,24.8
1070,BYM29,material_a,1,9,24.3
1071,BYM29,material_a,1,10,24.3
1072,BYM29,material_a,1,11,24.3
1073,BYM29,material_a,1,12,23.2
1074,BYM29,material_a,1,13,23.2
1075,BYM29,material_a,1,14,21.2
1076,BYM29,material_a,1,15,19.1
1077,BYM29,material_a,1,16,19.1
1078,BYM29,material_a,1,17,17.1
1079,BYM29,material_a,1,18,11.4
1080,BYM29,material_b,1,0,11
1081,BYM29,material_b,1,5,4
1082,BYM29,material_b,1,10,3.5
1083,BYM29,material_b,1,15,1
1084,BYM29,material_b,1,20,12
1085,BYM29,material_b,1,25,4.5
1105,BYM30,material_a,1,1,43.8
1106,BYM30,material_a,1,2,21.2
1107,BYM30,material_a,1,3,29.4
1108,BYM30,material_a,1,4,25.3
1109,BYM30,material_a,1,5,24.3
1110,BYM30,material_a,1,6,33.5
1111,BYM30,material_a,1,7,25.3
1112,BYM30,material_a,1,8,23.2
1113,BYM30,material_a,1,9,33.5
1114,BYM30,material_a,1,10,20.1
1115,BYM30,material_a,1,11,26.3
1116,BYM30,material_b,1,0,4
1117,BYM30,material_b,1,5,2.5
1118,BYM30,material_b,1,10,6
1119,BYM30,material_b,1,15,5
1120,BYM30,material_b,1,20,1.5
1121,BYM30,material_b,1,25,4
1141,BYM31,material_a,1,1,32.5
1142,BYM31,material_a,1,2,18.1
1143,BYM31,material_a,1,3,16
1144,BYM31,material_a,1,4,18.1
1145,BYM31,material_a,1,5,32.5
1146,BYM31,material_a,1,6,41.7
1147,BYM31,material_a,1,7,28.4
1162,BYM31,material_b,1,0,9
1163,BYM31,material_b,1,5,6.5
1164,BYM31,material_b,1,10,2
1165,BYM31,material_b,1,15,7.5
1166,BYM31,material_b,1,20,20
1167,BYM31,material_b,1,25,30
1187,BYM32,material_a,1,1,36.6
1188,BYM32,material_a,1,2,32.5
1189,BYM32,material_a,1,3,29.4
1190,BYM32,material_a,1,4,19.1
1191,BYM32,material_a,1,5,29.4
1192,BYM32,material_a,1,6,18.1
1193,BYM32,material_a,1,7,22.7
1208,BYM32,material_b,1,0,5
1209,BYM32,material_b,1,5,8
1210,BYM32,material_b,1,10,10.5
1211,BYM32,material_b,1,15,12
1212,BYM32,material_b,1,20,22
1213,BYM32,material_b,1,25,30
1233,BYM33,material_a,1,1,36.6
1234,BYM33,material_a,1,2,36.6
1235,BYM33,material_a,1,3,33.5
1236,BYM33,material_a,1,4,33.5
1237,BYM33,material_a,1,5,31.5
1238,BYM33,material_a,1,6,30.4
1239,BYM33,material_a,1,7,30.4
1240,BYM33,material_a,1,8,30.4
1241,BYM33,material_a,1,9,29.4
1242,BYM33,material_a,1,10,28.4
1243,BYM33,material_a,1,11,27.9
1244,BYM33,material_a,1,12,27.3
1245,BYM33,material_a,1,13,25.3
1246,BYM33,material_a,1,14,25.3
1247,BYM33,material_a,1,15,24.3
1248,BYM33,material_a,1,16,24.3
1249,BYM33,material_a,1,17,24.3
1250,BYM33,material_a,1,18,24.3
1251,BYM33,material_a,1,19,24.3
1252,BYM33,material_a,1,20,23.2
1253,BYM33,material_a,1,21,23.2
1254,BYM33,material_a,1,22,23.2
1255,BYM33,material_a,1,23,22.2
1256,BYM33,material_a,1,24,22.2
1257,BYM33,material_a,1,25,22.2
1282,BYM33,material_b,1,0,0.5
1283,BYM33,material_b,1,5,12
1284,BYM33,material_b,1,10,1.5
1285,BYM33,material_b,1,15,0.3
1286,BYM33,material_b,1,20,1.5
1287,BYM33,material_b,1,25,2
1307,BYM34,material_a,1,1,38.7
1308,BYM34,material_a,1,2,35.6
1309,BYM34,material_a,1,3,35.6
1310,BYM34,material_a,1,4,33.5
1311,BYM34,material_a,1,5,33.5
1312,BYM34,material_a,1,6,32.5
1313,BYM34,material_a,1,7,32.5
1314,BYM34,material_a,1,8,32.5
1315,BYM34,material_a,1,9,31.5
1316,BYM34,material_a,1,10,31.5
1317,BYM34,material_a,1,11,30.9
1318,BYM34,material_a,1,12,30.4
1319,BYM34,material_a,1,13,30.4
1320,BYM34,material_a,1,14,30.4
1321,BYM34,material_a,1,15,30.4
1322,BYM34,material_a,1,16,30.4
1323,BYM34,material_a,1,17,29.4
1324,BYM34,material_a,1,18,29.4
1325,BYM34,material_a,1,19,29.4
1326,BYM34,material_a,1,20,29.4
1327,BYM34,material_a,1,21,29.4
1328,BYM34,material_a,1,22,27.3
1329,BYM34,material_a,1,23,27.3
1330,BYM34,material_a,1,24,26.3
1331,BYM34,material_a,1,25,26.3
1356,BYM34,material_b,1,0,10
1357,BYM34,material_b,1,5,4
1358,BYM34,material_b,1,10,17
1359,BYM34,material_b,1,15,16
1360,BYM34,material_b,1,20,20
1361,BYM34,material_b,1,25,13
1381,BYM35,material_a,1,1,26.3
1382,BYM35,material_a,1,2,18.1
1383,BYM35,material_a,1,3,28.4
1384,BYM35,material_a,1,4,17.1
1385,BYM35,material_a,1,5,19.1
1386,BYM35,material_a,1,6,34.5
1387,BYM35,material_a,1,7,35.6
1402,BYM35,material_b,1,0,6.5
1403,BYM35,material_b,1,5,9.5
1404,BYM35,material_b,1,10,12
1405,BYM35,material_b,1,15,11.5
1406,BYM35,material_b,1,20,14.5
1407,BYM35,material_b,1,25,8
1427,BYM36,material_a,1,1,35.6
1428,BYM36,material_a,1,2,23.2
1429,BYM36,material_a,1,3,38.1
1430,BYM36,material_a,1,4,16
1431,BYM36,material_a,1,5,24.8
1432,BYM36,material_a,1,6,35.6
1433,BYM36,material_a,1,7,27.9
1448,BYM36,material_b,1,0,0.4
1449,BYM36,material_b,1,5,1
1450,BYM36,material_b,1,10,11
1451,BYM36,material_b,1,15,7
1452,BYM36,material_b,1,20,11.5
1453,BYM36,material_b,1,25,19
1473,BYM37,material_a,1,1,20.1
1474,BYM37,material_a,1,2,22.2
1475,BYM37,material_a,1,3,21.2
1476,BYM37,material_a,1,4,20.1
1477,BYM37,material_a,1,5,14
1478,BYM37,material_a,1,6,19.1
1479,BYM37,material_a,1,7,27.3
1494,BYM37,material_b,1,0,5.5
1495,BYM37,material_b,1,5,4.5
1496,BYM37,material_b,1,10,6.5
1497,BYM37,material_b,1,15,3.5
1498,BYM37,material_b,1,20,5.5
1499,BYM37,material_b,1,25,3.5
1519,BYM38,material_a,1,1,15
1520,BYM38,material_a,1,2,31.5
1521,BYM38,material_a,1,3,25.3
1522,BYM38,material_a,1,4,31.5
1523,BYM38,material_a,1,5,31.5
1524,BYM38,material_a,1,6,47.9
1525,BYM38,material_a,1,7,40.7
1540,BYM38,material_b,1,0,0.5
1541,BYM38,material_b,1,5,29
1542,BYM38,material_b,1,10,9
1543,BYM38,material_b,1,15,34
1544,BYM38,material_b,1,20,45
1545,BYM38,material_b,1,25,29
1565,BYM50,material_a,1,5,21.2
1567,BYM50,material_a,1,10,26.3
1568,BYM50,material_a,1,25,30.4
1569,BYM50,material_a,1,0,33.5
1570,BYM50,material_a,1,15,34.5
1571,BYM50,material_a,1,20,36.6
1611,BYM51,material_a,1,15,14
1612,BYM51,material_a,1,0,21.2
1613,BYM51,material_a,1,5,22.2
1614,BYM51,material_a,1,10,24.3
1615,BYM51,material_a,1,20,30.4
1616,BYM51,material_a,1,25,35.6
1657,CCM01,material_a,1,1,31.5
1658,CCM01,material_a,1,2,28.4
1659,CCM01,material_a,1,3,33.5
1660,CCM01,material_a,1,4,29.4
1661,CCM01,material_a,1,5,31.5
1662,CCM01,material_a,1,6,27.3
1663,CCM01,material_a,1,7,32.5
1678,CCM01,material_b,1,0,9.5
1679,CCM01,material_b,1,5,12
1680,CCM01,material_b,1,10,26
1681,CCM01,material_b,1,15,12
1682,CCM01,material_b,1,20,14
1683,CCM01,material_b,1,25,14.5
1703,CM1,material_b,1,1,33
1704,CM1,material_b,1,2,48
1705,CM1,material_b,1,3,50
1706,CM1,material_b,1,4,27
1707,CM1,material_b,1,5,45
1708,CM1,material_b,1,6,31
1709,CR03B1,material_b,1,1,14
1710,CR03B1,material_b,1,2,18
1711,CR03B1,material_b,1,3,12
1712,CR03B1,material_b,1,4,10
1713,CR03B1,material_b,1,5,12
1714,CR03B1,material_b,1,6,13
1715,CR03B1,material_b,1,7,10
1716,CR03B1,material_b,1,8,20
1717,CR03B1,material_b,1,9,21
1718,CR03B1,material_b,1,10,13
1719,CR03B1,material_b,1,11,11
1720,CR03B1,material_b,1,12,10
1721,CR03B1,material_b,1,13,8
1722,CR03B1,material_b,1,14,11
1723,CR03B1,material_b,1,15,13
1724,CR03B1,material_b,1,16,25
1725,CR03B1,material_b,1,17,13
1726,CR03B1,material_b,1,18,25
1727,CR03B1,material_b,1,19,8
1728,CR03B1,material_b,1,20,14
1749,CR03UB1,material_c,1,1,15
1750,CR03UB1,material_c,1,2,25
1751,CR03UB1,material_c,1,3,30
1752,CR03UB1,material_c,1,4,20
1753,CR03UB1,material_c,1,5,26.5
1754,CR03UB1,material_c,1,6,20.5
1755,CR03UB1,material_c,1,7,16
1756,CR03UB1,material_c,1,8,15
1757,CR03UB1,material_c,1,9,14
1758,CR03UB1,material_c,1,10,15
1759,CR03UB1,material_c,1,11,23
1760,CR03UB1,material_c,1,12,21
1761,CR03UB1,material_c,1,13,22
1762,CR03UB1,material_c,1,14,19.5
1763,CR03UB1,material_c,1,15,16
1764,CR03UB1,material_c,1,16,22
1765,CR03UB1,material_c,1,17,20
1766,CR03UB1,material_c,1,18,30
1767,CR03UB1,material_c,1,19,29
1768,CR03UB1,material_c,1,20,20
1788,DAM01,material_b,1,0,2
1789,DAM01,material_b,1,5,5
1790,DAM01,material_b,1,10,0
1791,DAM01,material_b,1,15,4.5
1792,DAM01,material_b,1,20,5
1793,DAM01,material_b,1,25,8
1801,DAM02,material_b,1,0,8.5
1802,DAM02,material_b,1,10,12
1803,DAM02,material_b,1,15,6
1804,DAM02,material_b,1,20,3
1806,DC93B1,material_b,1,1,4
1807,DC93B1,material_b,1,2,5
1808,DC93B1,material_b,1,3,15
1809,DC93B1,material_b,1,4,19
1810,DC93B1,material_b,1,5,14
1811,DC93B1,material_b,1,6,3
1812,DC93B1,material_b,1,7,17
1813,DC93B1,material_b,1,8,12
1814,DC93B1,material_b,1,9,20
1815,DC93B1,material_b,1,10,23
1816,DC93B1,material_b,1,11,25
1817,DC93B1,material_b,1,12,20
1818,DC93B1,material_b,1,13,10
1819,DC93B1,material_b,1,14,5
1820,DC93B1,material_b,1,15,6
1821,DC93B1,material_b,1,16,6
1822,DC93B1,material_b,1,17,7
1823,DC93B1,material_b,1,18,18
1824,DC93B1,material_b,1,19,18
1825,DC93B1,material_b,1,20,0.5
1826,DC93B1,material_b,1,1,14
1846,DC93UB1,material_c,1,1,17.8
1847,DC93UB1,material_c,1,2,17.8
1848,DC93UB1,material_c,1,3,15.2
1849,DC93UB1,material_c,1,4,27.9
1850,DC93UB1,material_c,1,5,20.3
1851,DC93UB1,material_c,1,6,16.5
1852,DC93UB1,material_c,1,7,8.9
1853,DC93UB1,material_c,1,8,25.4
1854,DC93UB1,material_c,1,9,6.4
1855,DC93UB1,material_c,1,10,12.7
1856,DC93UB1,material_c,1,11,14
1857,DC93UB1,material_c,1,12,16.5
1858,DC93UB1,material_c,1,13,14
1859,DC93UB1,material_c,1,14,35.6
1860,DC93UB1,material_c,1,15,33
1861,DC93UB1,material_c,1,16,19.1
1862,DC93UB1,material_c,1,17,26.7
1863,DC93UB1,material_c,1,18,22.9
1864,DC93UB1,material_c,1,19,15.2
1865,DC93UB1,material_c,1,20,27.9
1866,DC93UB1,material_c,1,1,22.9
1886,DCM10,material_a,1,1,39.2
1887,DCM10,material_a,1,2,39.2
1888,DCM10,material_a,1,3,26.4
1889,DCM10,material_a,1,4,24
1890,DCM10,material_a,1,5,24
1891,DCM10,material_a,1,6,23.6
1892,DCM10,material_a,1,7,23
1893,DCM10,material_a,1,8,22.8
1894,DCM10,material_a,1,9,21.7
1909,DCM10,material_b,1,0,0.3
1910,DCM10,material_b,1,5,0.5
1911,DCM10,material_b,1,10,1
1912,DCM10,material_b,1,15,0.1
1913,DCM10,material_b,1,20,0
1914,DCM10,material_b,1,25,0.1
1934,DCM11,material_a,1,1,26.7
1935,DCM11,material_a,1,2,26
1936,DCM11,material_a,1,3,25.1
1937,DCM11,material_a,1,4,23.3
1938,DCM11,material_a,1,5,22.6
1939,DCM11,material_a,1,6,22.6
1940,DCM11,material_a,1,7,22.2
1941,DCM11,material_a,1,8,21.2
1958,DCM11,material_b,1,0,7
1959,DCM11,material_b,1,5,0.5
1960,DCM11,material_b,1,10,5
1961,DCM11,material_b,1,15,0.4
1962,DCM11,material_b,1,20,3.5
1963,DCM11,material_b,1,25,3.5
1983,DCM13,material_a,1,1,54.4
1984,DCM13,material_a,1,2,46.9
1985,DCM13,material_a,1,3,45.2
1986,DCM13,material_a,1,4,44.8
1987,DCM13,material_a,1,5,44.6
1988,DCM13,material_a,1,6,43.9
1989,DCM13,material_a,1,7,42.8
2004,DCM13,material_b,1,0,6.5
2005,DCM13,material_b,1,5,3
2006,DCM13,material_b,1,10,6.5
2007,DCM13,material_b,1,15,0.5
2008,DCM13,material_b,1,20,15
2009,DCM13,material_b,1,25,30
2029,DCM14,material_a,1,1,29.8
2030,DCM14,material_a,1,2,27.3
2031,DCM14,material_a,1,3,26.6
2032,DCM14,material_a,1,4,26
2033,DCM14,material_a,1,5,25.8
2034,DCM14,material_a,1,6,25.8
2035,DCM14,material_a,1,7,25.5
2049,DCM14,material_b,1,0,7.5
2050,DCM14,material_b,1,5,0.5
2051,DCM14,material_b,1,10,8
2052,DCM14,material_b,1,15,6.5
2053,DCM14,material_b,1,20,14
2054,DCM14,material_b,1,25,11
2074,DCM15,material_a,1,1,46.4
2075,DCM15,material_a,1,2,40.8
2076,DCM15,material_a,1,3,36.9
2077,DCM15,material_a,1,4,30.4
2078,DCM15,material_a,1,5,28.4
2079,DCM15,material_a,1,6,28.2
2080,DCM15,material_a,1,7,28.1
2095,DCM15,material_b,1,0,6.5
2096,DCM15,material_b,1,5,8
2097,DCM15,material_b,1,10,8.5
2098,DCM15,material_b,1,15,7
2099,DCM15,material_b,1,20,6
2100,DCM15,material_b,1,25,6
2120,DCM16,material_b,1,1,24
2121,DCM16,material_b,1,2,26.5
2122,DCM16,material_b,1,3,29.5
2123,DCM16,material_b,1,4,46.5
2124,DCM16,material_b,1,5,24.5
2125,DCM16,material_b,1,6,25
2126,DCM16,material_b,1,7,25
2127,DCM16,material_b,1,8,26
2128,DCM16,material_b,1,9,31
2129,DCM16,material_b,1,10,47
2130,DCM16,material_b,1,11,46
2131,DCM16,material_b,1,12,33
2132,DCM16,material_b,1,13,39
2133,DCM16,material_b,1,14,32
2134,DCM16,material_b,1,15,39
2135,DCM16,material_b,1,16,29
2136,DCM16,material_b,1,17,30
2137,DCM16,material_b,1,18,32.5
2138,DCM17,material_a,1,1,42
